id;X.id;addr.city;addr.city.ca;addr.city.en;addr.city.es;addr.floor;addr.housenumber;addr.postcode;addr.street;addr.street.ca;addr.street.es;addr.unit;alt_name;alt_name.ca;alt_name.en;alt_name.es;amenity;atm;atm.network;atm.operator;branch;brand;brand..2021;brand.ca;brand.en;brand.es;brand.website;brand.wikidata;brand.wikidata..2021;brand.wikipedia;brand.wikipedia..2021;building;building.floor;building.levels.underground;check_date;check_date.opening_hours;contact.email;contact.phone;contact.website;drive_through;level;name;name..2021;name.1926.2010;name.1991.2010;name.2010.2018;name.2011.2016;name.ca;name.en;name.es;network;nohousenumber;note;official_name;old_name;opening_hours;operator;operator..2021;operator.wikidata;operator.wikidata..2021;operator.wikipedia;operator.wikipedia..2021;phone;ref;short_name;source;website;wheelchair;wikidata;wikipedia;longitud;latitud
node/1452105323;node/1452105323;NA;NA;NA;NA;NA;5;46015;Calle del Marqués de San Juan;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;BBVA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;Mo-Fr 08:30-14:00;BBVA;NA;NA;NA;NA;NA;NA;NA;NA;survey;NA;NA;NA;NA;-0,3949996;39,4787225
node/1452635835;node/1452635835;NA;NA;NA;NA;NA;13;46015;Calle de Rascaña;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;NA;NA;NA;NA;NA;Q847225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"survey;local knowledge";NA;NA;NA;NA;-0,3949329;39,480656
node/1452635854;node/1452635854;NA;NA;NA;NA;NA;4;46015;Carrer del Doctor Calatayud Baya;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;Q5139377;NA;en:Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo-Fr 08:30-14:00; Th 16:45-19:15";Caja Guipuzcua San Sebastian;NA;NA;NA;NA;NA;NA;NA;NA;survey;http://www.kutxa.net;NA;NA;NA;-0,3959078;39,4801997
node/1613639591;node/1613639591;NA;NA;NA;NA;NA;126;46023;Islas Canarias;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3442098;39,4627216
node/1613640209;node/1613640209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3441532;39,4628755
node/1615884826;node/1615884826;NA;NA;NA;NA;NA;NA;46019;Camí de Montcada;NA;NA;NA;NA;NA;NA;NA;bank;yes;Euro 6000;NA;NA;Ibercaja;NA;NA;NA;NA;NA;Q5907815;NA;es:Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3795986;39,4932732
node/1615892131;node/1615892131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3771337;39,4966697
node/1615901442;node/1615901442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Telebanco 4B;Banco Santander;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3833267;39,4941485
node/1615910656;node/1615910656;NA;NA;NA;NA;NA;NA;46019;Avinguda Joan XXIII;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3827312;39,4923229
node/1616009784;node/1616009784;NA;NA;NA;NA;NA;NA;46019;Pedro Cabanes;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CAM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3740141;39,4952828
node/1616019725;node/1616019725;NA;NA;NA;NA;NA;NA;46019;Avenida de la Constitución;NA;NA;NA;Banco Popular;Banc Popular;Popular Bank;Banco Popular;bank;yes;Telebanco 4B;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;Telebanco 4B;NA;NA;Santander Group;Banco Popular Español;NA;Banco Popular;NA;NA;NA;NA;NA;NA;NA;BPPR;NA;NA;NA;NA;NA;-0,3737351;39,4928031
node/1616024408;node/1616024408;NA;NA;NA;NA;NA;2;46019;Avinguda Doctor Peset Aleixandre;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3740636;39,4921987
node/1616042430;node/1616042430;NA;NA;NA;NA;NA;172;46019;Avenida de la Constitución;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;BBVA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;BBVA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3735688;39,4924636
node/1616053772;node/1616053772;NA;NA;NA;NA;NA;NA;46009;Avenida de la Constitución;NA;NA;NA;NA;NA;NA;NA;bank;yes;Telebanco 4B;Banco Santander;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;03/10/2024;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3752243;39,4901074
node/1616065537;node/1616065537;NA;NA;NA;NA;NA;NA;46019;Avinguda Doctor Peset Alexandre;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3813885;39,493738
node/1616071524;node/1616071524;NA;NA;NA;NA;NA;6;46019;Carrer Domingo Gómez;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caja Rural;NA;NA;NA;NA;NA;Q3649971;NA;es:Caja Rural;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caja Rural;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,378717;39,4931957
node/1616072386;node/1616072386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;Banco Popular Español;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,377966;39,4944045
node/1708719158;node/1708719158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;Banco Popular Español;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3443385;39,4619119
node/1708719178;node/1708719178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3451137;39,46332
node/1712738769;node/1712738769;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3505312;39,4596882
node/1889271727;node/1889271727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;Banco Santander, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3464565;39,4642205
node/1889271740;node/1889271740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;NA;-0,3459734;39,4593067
node/2288371259;node/2288371259;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3745594;39,4604118
node/2475527911;node/2475527911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;BBVA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;BBVA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3792412;39,4679214
node/2475527912;node/2475527912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3783999;39,4677001
node/2475527913;node/2475527913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,380385;39,4682103
node/2506451016;node/2506451016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Euro 6000;NA;NA;Abanca;NA;NA;NA;NA;NA;Q9598744;NA;NA;NA;NA;NA;NA;01/04/2024;NA;NA;NA;NA;NA;NA;Abanca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ABANCA Corporación Bancaria;NA;NA;NA;NA;NA;NA;NA;NA;34963343698;NA;NA;NA;NA;NA;NA;NA;-0,3763102;39,469064
node/2506451020;node/2506451020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Euro 6000;NA;NA;Unicaja Banco;NA;NA;NA;NA;NA;Q20908850;NA;en:Unicaja;NA;NA;NA;NA;01/04/2024;NA;NA;NA;NA;NA;NA;Unicaja Banco;NA;NA;Caja Duero;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unicaja;NA;NA;NA;NA;NA;-0,3765173;39,4690548
node/2506451024;node/2506451024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;Cajamar;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;29/05/2025;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sep-Jun: Mo-Fr 09:00-14:00; Jul-Aug: Mo-Fr 08:30-14:00";Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3768399;39,4679484
node/2506470158;node/2506470158;València;València;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Telebanco 4B;Banco Santander;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3687289;39,4716596
node/2506470168;node/2506470168;València;NA;NA;NA;NA;NA;46003;Carrer del Justícia;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Triodos Bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo 10:00-15:00; Tu-We,Fr 09:00-15:00; Th 09:00-17:30; PH,Sa-Su closed";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3678626;39,4724345
node/2506490499;node/2506490499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;Sabadell CAM;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;"Oct-Mar: Mo-We,Fr 08:15-14:00; Oct-Mar: Th 08:15-18:30; Apr-Sep: Mo-Fr 08:15-14:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;limited;NA;NA;-0,3478893;39,4731963
node/2508406541;node/2508406541;València;NA;NA;NA;NA;118;46021;Avinguda de Blasco Ibáñez;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;BBVA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;Mo-Fr 07:30-13:15;NA;NA;NA;NA;NA;NA;34963568240;6525;NA;NA;https://www.bbva.es/general/oficinas/valencia/valencia/valencia-valencia-b.iba%C3%B1ez/6525;yes;NA;NA;-0,3471236;39,4732686
node/2508922298;node/2508922298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Euro 6000;NA;NA;Kutxabank;NA;NA;NA;NA;NA;Q5139377;NA;en:Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jan-Dec Mo-Fr 08:30-14:00; Oct-Apr Th 16:45-19:15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;NA;-0,3456981;39,4738349
node/2508922299;node/2508922299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;La Caixa;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mo-Fr 08:15-14:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;NA;-0,3469333;39,4741959
node/2508922320;node/2508922320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;Q5139377;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3435915;39,4732237
node/3014161762;node/3014161762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3863746;39,4661881
node/3394592693;node/3394592693;València;NA;NA;NA;NA;NA;46010;Avinguda de Blasco Ibáñez;NA;NA;NA;NA;NA;NA;NA;bank;yes;Telebanco 4B;Banco Santander;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;yes;Dentro de la facultad de Psicología;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;+34 963934833;NA;NA;NA;NA;NA;NA;NA;-0,358892;39,4783885
node/3540455758;node/3540455758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oct-Apr: Mo-Fr 08:15-14:30; Oct-Apr: Th 16:15-18:30; May-Sep: Mo-Fr 08:15-14:30";Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,4192543;39,5017258
node/3657800507;node/3657800507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3728395;39,4711938
node/3657800511;node/3657800511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;31/03/2024;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3740036;39,4706982
node/3657800514;node/3657800514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CCM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3735799;39,4708171
node/3657800522;node/3657800522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;Q5139377;NA;en:Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3730157;39,4710786
node/3657800523;node/3657800523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3726566;39,4712811
node/3657800628;node/3657800628;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;NA;Q847225;NA;NA;NA;NA;NA;NA;31/03/2024;NA;NA;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3737029;39,4704903
node/3657800631;node/3657800631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Unicaja Banco;NA;NA;NA;NA;NA;Q2543704;NA;en:Unicaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unicaja Banco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unicaja;NA;NA;NA;NA;NA;-0,3722068;39,4713312
node/3657800636;node/3657800636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3728156;39,470966
