"identificador";"nombre_servicio";"tipo_servicio";"latitud";"longitud"
"PE42";"Taronja estilistas";"Peluqueria";39,4638191;-0,3460574
"PE43";"José Miguel";"Peluqueria";39,4712553;-0,3769762
"PE44";"Barba Man";"Peluqueria";39,4880423;-0,3905297
"PE45";"Brooklyn Barber Shop";"Peluqueria";39,4879429;-0,3902347
"PE46";"Stylo 13";"Peluqueria";39,4859375;-0,3953881
"PE47";"Salón de Belleza Amparo Lozal";"Peluqueria";39,4686812;-0,4161329
"PE48";"Peluquería Ramón";"Peluqueria";39,4609075;-0,3937331
"PE49";"Ultreria";"Peluqueria";39,4656297;-0,3669364
"PE50";"Peluqueria Unisex";"Peluqueria";39,4921342;-0,3795641
"PE51";"Uni.co";"Peluqueria";39,4852054;-0,3617575
"PE52";"V&S";"Peluqueria";39,4802614;-0,3281398
"PE53";"Sgabo";"Peluqueria";39,4616961;-0,35312
"PE54";"Pascual";"Peluqueria";39,4598324;-0,3526181
"PE55";"Itamora Peluqueras";"Peluqueria";39,4850625;-0,3641798
"PE56";"Caribbean Style";"Peluqueria";39,4703639;-0,3943948
"PE57";"Laura Cabo";"Peluqueria";39,4606214;-0,3717302
"PE58";"Peluqueria R.Dobon";"Peluqueria";39,4661341;-0,3512573
"PE59";"Sergio Peluqueria";"Peluqueria";39,4709403;-0,3809963
"PE60";"Enrique";"Peluqueria";39,4852817;-0,3600878
"PE61";"Rojo Estilistas";"Peluqueria";39,4631372;-0,3643275
"PE62";"Peluqueria Esperanza";"Peluqueria";39,4686197;-0,3502837
"PE63";"Romeo Barbershop";"Peluqueria";39,4686656;-0,3502481
"PE64";"Carmina Bravo";"Peluqueria";39,4681432;-0,3509467
"PE65";"Rene Ares";"Peluqueria";39,4665422;-0,3506192
"PE66";"Cristina Beltran";"Peluqueria";39,4835911;-0,3574252
"PE67";"Grupo Hechos Peluqueros";"Peluqueria";39,4841008;-0,3557557
"PE68";"Pilar Masdemont";"Peluqueria";39,4827747;-0,3700825
"PE69";"Barba Man";"Peluqueria";39,4829164;-0,3700131
"PE70";"Zona 020";"Peluqueria";39,4859341;-0,3633265
"PE71";"Ammad Peluquería";"Peluqueria";39,4711085;-0,3438709
"PE72";"Disorder";"Peluqueria";39,4616165;-0,3721873
"PE73";"Peluquería Salón Blasco";"Peluqueria";39,4658698;-0,353054
"PE74";"La Peluquería by Amparo Carrió";"Peluqueria";39,4850542;-0,3717837
"PE75";"Paco Fortea peluqueos";"Peluqueria";39,4639956;-0,345606
"PE76";"Napel";"Peluqueria";39,4666267;-0,3781437
"PE77";"Durá Peluqueros";"Peluqueria";39,383287;-0,3334363
"PE78";"Barbería Supreme Cuts";"Peluqueria";39,4537273;-0,3739484
"PE79";"La Apariencia";"Peluqueria";39,4739864;-0,3952654
"PE80";"Peluquería Rarol Monik";"Peluqueria";39,4668512;-0,339982
"PE81";"LC Estilistas";"Peluqueria";39,4552841;-0,3670598
"PE82";"Ali - Peluquería barbería";"Peluqueria";39,4569579;-0,3718301
"PE83";"Peluquería Abdou";"Peluqueria";39,4568534;-0,3718135
"PE84";"Peluquería latina unisex";"Peluqueria";39,4566392;-0,3717796
"PE85";"Elián";"Peluqueria";39,4564414;-0,3717482
"PE86";"Peluquería Yacaré";"Peluqueria";39,4564015;-0,3717419
"PE87";"Brooklyn barber shop";"Peluqueria";39,4551683;-0,371638
"PE88";"Silvia Ribes";"Peluqueria";39,4536875;-0,3714012
"PE89";"Rigel";"Peluqueria";39,4545835;-0,371391
"PE90";"La Suca";"Peluqueria";39,453664;-0,3710149
"PE91";"Milan estilistes";"Peluqueria";39,4542117;-0,369674
"PE92";"Bronalash and barber";"Peluqueria";39,4540361;-0,3701036
"PE93";"First class";"Peluqueria";39,4575302;-0,3715419
"PE94";"Peliceria Organic";"Peluqueria";39,4932684;-0,4001707
"PE95";"Cuts & Roses VI";"Peluqueria";39,494175;-0,4008279
"PE96";"L'Atelier";"Peluqueria";39,4940505;-0,4007565
"PE97";"Alberto Rivas";"Peluqueria";39,4908289;-0,401702
"PE98";"Frank & Pier";"Peluqueria";39,4907352;-0,4008683
"PE99";"Peluquería José Núñez";"Peluqueria";39,4606565;-0,4009075
"PE100";"La Do Salon";"Peluqueria";39,4664534;-0,3799028
"PE101";"Victor Glamutey";"Peluqueria";39,4664951;-0,380037
"PE102";"L Cut";"Peluqueria";39,4665153;-0,3800981
"PE103";"Nieves Esparza";"Peluqueria";39,4558795;-0,3718984
"PE104";"María José";"Peluqueria";39,4558555;-0,3717082
"PE105";"la Firma";"Peluqueria";39,4558722;-0,3717904
"PE106";"Botanika";"Peluqueria";39,4759751;-0,3648896
"PE107";"Olga Franco Estilistas";"Peluqueria";39,4669456;-0,3370035
"PE108";"Peluquería A.V.S. Unisex";"Peluqueria";39,4677055;-0,3368522
"PE109";"Cool&Chic Peluquería";"Peluqueria";39,4703126;-0,3665439
"PE110";"Lola Martí Estilistas";"Peluqueria";39,4748611;-0,3471527
"PE111";"Akahai";"Peluqueria";39,477382;-0,3978492
"PE112";"Shahzad";"Peluqueria";39,4873729;-0,3903584
"PE113";"Pedro Caldero";"Peluqueria";39,4862808;-0,3892082
"PE114";"5 Jotas";"Peluqueria";39,4881687;-0,3850105
"PE115";"The Barber";"Peluqueria";39,4718456;-0,3339951
"PE116";"Rizos";"Peluqueria";39,4725448;-0,3764493
"PE117";"Los Honorables";"Peluqueria";39,4712389;-0,3802734
"PE118";"Blaze Barber Studio";"Peluqueria";39,4904245;-0,401875
"PE119";"torimu";"Peluqueria";39,4755601;-0,3624836
"PE120";"Guess Barbarshop";"Peluqueria";39,4737998;-0,3278009
"PE121";"Karina";"Peluqueria";39,457318;-0,3642106
"PE122";"Christine";"Peluqueria";39,4610669;-0,3646464
"PE123";"Lions Barber";"Peluqueria";39,4662057;-0,3481739
"PE124";"ESSENS Men's Hair Studio";"Peluqueria";39,4635214;-0,3652059
"PE125";"JST Barber Shop";"Peluqueria";39,4625353;-0,3648302
"PE126";"Gianna Hernandez Hair Studio";"Peluqueria";39,4635992;-0,3655116
"PE127";"Amparo Soriano";"Peluqueria";39,4899234;-0,3753717
"PE128";"Barba Man /Super Woman";"Peluqueria";39,4848828;-0,36309
"PE129";"BarberShop Micky Tony";"Peluqueria";39,495707;-0,3931452
"PE130";"Gabriela Peluqueros";"Peluqueria";39,4746915;-0,3922904
"PE131";"Angel";"Peluqueria";39,4851901;-0,3620005
"PE132";"Classic Barber El 23";"Peluqueria";39,4851325;-0,3622978
"PE133";"Carlos Conde";"Peluqueria";39,4702978;-0,3781386
"PE134";"Akiefz";"Peluqueria";39,4621023;-0,3385565
"PE135";"Nassim";"Peluqueria";39,4855339;-0,3638492
"PE136";"Paco Peluqueros Caballeros";"Peluqueria";39,4704475;-0,4137604
"PE137";"Luh Maria Peluqueria";"Peluqueria";39,4727767;-0,3810559
"PE138";"Barbería Area 591";"Peluqueria";39,4540296;-0,3927656
"PE139";"NOOK Hair";"Peluqueria";39,4680663;-0,3366958
"PE140";"ANNANAS";"Peluqueria";39,4740504;-0,3498517
"PE141";"Equipo Estilistes";"Peluqueria";39,4693487;-0,3947093
"PE142";"Recién pein@";"Peluqueria";39,4747674;-0,3529365
"PE143";"Barón Black Barbería";"Peluqueria";39,4744328;-0,3530907
"PE144";"Barberia Titanic - Hombres";"Peluqueria";39,4718457;-0,3800338
"PE145";"casTanY";"Peluqueria";39,4633021;-0,3491205
"PE146";"M- Afaq - Barber Shop";"Peluqueria";39,4611752;-0,3721868
"PE147";"Toni & Guy";"Peluqueria";39,4577327;-0,3461737
"PE148";"Brooklyn";"Peluqueria";39,4548204;-0,3911639
"PO1";"Pavelló Poliesportiu";"Polideportivo";39,4794859707483;-0,358565418782447
"PO2";"Campus esportiu de la Universitat de València";"Polideportivo";39,4799524206351;-0,359536378570789
"PO3";"Poliesportiu Benimaclet";"Polideportivo";39,4808205940101;-0,35436782320078
"PO4";"6A";"Polideportivo";39,4792740573073;-0,341253473163741
"PO5";"Trinquet Politècnic El Genovés - 9A";"Polideportivo";39,4797972299719;-0,336082929225263
"PO6";"Poliesportiu Verge del Carme - Beteró";"Polideportivo";39,4752599970337;-0,337043079213693
"PO7";"Poliesportiu Montolivet";"Polideportivo";39,4558731173167;-0,359501661339341
"PO8";"Poliesportiu Municipal Cabanyal - Canyamelar";"Polideportivo";39,4664835736238;-0,334733011366764
"PO9";"Poliesportiu Doctor Lluch";"Polideportivo";39,4681209040184;-0,327658724599365
"PO10";"L'Alqueria del Basket";"Polideportivo";39,4508096842415;-0,364943901281753
"PO11";"Poliesportiu La Rambleta";"Polideportivo";39,4436586010522;-0,395313343766353
"PO12";"Complejo Deportivo Orriols";"Polideportivo";39,4935306307177;-0,366397270109249
"PO13";"Club de Tenis Valencia";"Polideportivo";39,4839631439122;-0,365129049360745
"PO14";"Poliesportiu Juan Antonio Samaranch";"Polideportivo";39,4570705383918;-0,342032210271944
"PO15";"Polideportivo de Quatre Carreres";"Polideportivo";39,4518402482891;-0,362408533760017
"PO16";"Gimnasio Universitario";"Polideportivo";39,4799644680363;-0,393024178687283
"PO17";"Poliesportiu Municipal de Beniferri";"Polideportivo";39,4931758561798;-0,407928922536239
"PO18";"Polideportivo Escuelas de San José";"Polideportivo";39,4871677448826;-0,401503724918945
"PO19";"Complex Esportiu-Cultural Petxina";"Polideportivo";39,4752763110759;-0,394372504572512
"PO20";"Suma Fitness Club Piscina Valencia";"Polideportivo";39,4728328659118;-0,362675811441613
"PO21";"Poliesportiu de Natzaret";"Polideportivo";39,4507652847061;-0,331320613831943
"PO22";"Sporting Tenis Valencia";"Polideportivo";39,4637320600719;-0,355112090865767
"PO23";"Real Club Náutico de Valencia";"Polideportivo";39,4268614924246;-0,327211796697573
"PO24";"Club Valenciano de Natación";"Polideportivo";39,5133434351895;-0,379082407541984
"PO25";"Camp de les Fonts";"Polideportivo";39,4850554907137;-0,353405951208382
"PO26";"Poliesportiu Malilla";"Polideportivo";39,4513740362834;-0,374337376491451
"PO27";"Polideportivo Municipal Ricardo Ten";"Polideportivo";39,4985215659964;-0,426766069834615
"PO28";"Instalación Deportiva Elemental";"Polideportivo";39,3133144928026;-0,317380358808536
"PO29";"Complex Esportiu Torrefiel";"Polideportivo";39,4935728148573;-0,379440617298384
"PO30";"Piscina de Ayora";"Polideportivo";39,4667195810466;-0,343489546946092
"PO31";"Club Deportivo Zafranar";"Polideportivo";39,452038630191;-0,400015965574791
"PO32";"Poliesportiu El Carme";"Polideportivo";39,478816301795;-0,380858572590604
"PO33";"Pavelló Municipal Fuensanta";"Polideportivo";39,4654032145753;-0,407846350881477
"PO34";"Pavelló Benicalap";"Polideportivo";39,493045482368;-0,385961356821287
"PO35";"Camp de Futbol Malilla";"Polideportivo";39,4508785597649;-0,373988268839282
"PO36";"Camp de Futbol Malilla";"Polideportivo";39,4495741809366;-0,375108053843649
"PO37";"Natural Climb";"Polideportivo";39,4560775323516;-0,397685189787569
"PO38";"Poliesportiu Astúries";"Polideportivo";39,4647410540346;-0,356406639355603
"PO39";"7Padel";"Polideportivo";39,4611244092975;-0,408733417310546
"PO40";"Valencia Tennis Center";"Polideportivo";39,4807146858976;-0,330224453230493
"PO41";"Poliesportiu de Marxalenes-Saïdia";"Polideportivo";39,4882522935783;-0,381258920106064
"PO42";"Piscina de Benicalap";"Polideportivo";39,4968841770507;-0,396370068589823
"PO43";"Complex Esportiu Orriols";"Polideportivo";39,4932872125064;-0,366287921665109
"PO44";"Piscina l'Oliveral";"Polideportivo";39,4235866427563;-0,365242479436525
"PO45";"Complex Esportiu-Cultural d'Abastos";"Polideportivo";39,4676498956968;-0,387982969261233
"PO46";"Ciutat Esportiva del Levante U.D.";"Polideportivo";39,4442607787114;-0,331488315072694
"PO47";"Pavelló Font de Sant Lluís";"Polideportivo";39,4516284;-0,3660735
"PO48";"Gimnasio Campvs Gym";"Polideportivo";39,4830345;-0,3620387
"PO49";"Poliesportiu Municipal d'Alboraia";"Polideportivo";39,4994512;-0,3553702
"PO50";"Club Valenciano de Piragüismo";"Polideportivo";39,2805574;-0,2773647
"PO51";"Neo Gym";"Polideportivo";39,4753354;-0,3932287
"PO52";"Sociedad Deportiva Correcaminos";"Polideportivo";39,4840816;-0,3808486
"PO53";"Polideportivo Quatre Carreres";"Polideportivo";39,4508053;-0,3629515
"PO54";"Laif Climbing Gym";"Polideportivo";39,5007671;-0,3931954
"PO55";"Atalanta Ronda Norte Sport Club Spa";"Polideportivo";39,4931623;-0,3876407
"PO56";"Crossfit supreme Goat";"Polideportivo";39,466799;-0,3551085
"PO57";"Crossfit Grau";"Polideportivo";39,4588575;-0,3400997
"PO58";"Complejo Deportivo Patraix";"Polideportivo";39,4599444;-0,3929742
"PO59";"Bunker Club de Escalada";"Polideportivo";39,4658166;-0,3498396
"PO60";"Move Mind & Body";"Polideportivo";39,4952515;-0,4001851
"PO61";"Activaclub Nou Mestalla";"Polideportivo";39,4909096;-0,3988466
"RE1";"Alqueria del Brosquil";"Restaurante";39,4271730473317;-0,350657847239066
"RE2";"Autoservici La Lonja";"Restaurante";39,4520495332426;-0,345489536479699
"RE3";"Bioparc Café";"Restaurante";39,4775459873094;-0,407119030217756
"RE4";"Samburu";"Restaurante";39,4780512732721;-0,410823651324658
"RE5";"Módulo14";"Restaurante";39,4737527069408;-0,324499738333102
"RE6";"Valencia Center";"Restaurante";39,4601889085915;-0,349471464615053
"RE7";"Tropical";"Restaurante";39,4189122523169;-0,334607651716321
"RE8";"ABI";"Restaurante";39,4194324985932;-0,33459240031411
"RE9";"Tabalet";"Restaurante";39,4191742003757;-0,334603950522322
"RE10";"Maremar";"Restaurante";39,4139863001108;-0,333224149020965
"RE11";"La Brisa";"Restaurante";39,4145672797401;-0,33350689839256
"RE12";"Llar d'Empar";"Restaurante";39,4142790498936;-0,333368149196707
"RE13";"Alqueria de la Mar";"Restaurante";39,411010750354;-0,334861199614111
"RE14";"Marina Beach Club";"Restaurante";39,4629556546569;-0,321638584857639
"RE15";"Restaurant Submarí";"Restaurante";39,4531025967317;-0,347200410448688
"RE16";"Nou Racó";"Restaurante";39,3260619793449;-0,319486261568384
"RE17";"Almar";"Restaurante";39,4834294736797;-0,324694053069892
"RE18";"Casa Isabel";"Restaurante";39,4812180429912;-0,324331771427247
"RE19";"Casa Ripoll";"Restaurante";39,4792703084604;-0,324532278650969
"RE20";"Casa Zaragoza";"Restaurante";39,476896964379;-0,324233624605518
"RE21";"El Bobo";"Restaurante";39,4815373878634;-0,324345478680453
"RE22";"El Trompo";"Restaurante";39,4783221099698;-0,324251320141767
"RE23";"La Herradura";"Restaurante";39,4830251991101;-0,32467539352329
"RE24";"La Alegria de La Huerta";"Restaurante";39,4795906407014;-0,32427277502541
"RE25";"La Murciana";"Restaurante";39,4785576520714;-0,324253694867983
"RE26";"Luz de Luna";"Restaurante";39,4798244586893;-0,324275560207216
"RE27";"Nautilus";"Restaurante";39,4788592020968;-0,324523601532569
"RE28";"La Dehesa Joaquín Castelló";"Restaurante";39,379795848978;-0,323910424873388
"RE29";"Mikkonos Beach Club";"Restaurante";39,3876553793968;-0,327117230391921
"RE30";"Lemon Grass";"Restaurante";39,4685103724198;-0,375648146589993
"RE31";"Bar Cantina La lonja de Pescado";"Restaurante";39,455992588051;-0,327776181441071
"RE32";"Kiosko La Pérgola";"Restaurante";39,4765957890194;-0,366741598482052
"RE33";"Pizzeria del Mediterrani";"Restaurante";39,4529124970101;-0,349348802862687
"RE34";"Restaurant d'Oceans";"Restaurante";39,453633951388;-0,347656098864133
"RE35";"Casa Román";"Restaurante";39,4237442359309;-0,341367006309249
"RE36";"Alquería del Pou";"Restaurante";39,4501593213867;-0,353429736983886
"RE37";"Tasca Rogello";"Restaurante";39,3085406490662;-0,317956349896649
"RE38";"La Cambra dels Sentits";"Restaurante";39,3087386017073;-0,31794865238325
"RE39";"l'Illa";"Restaurante";39,3104126273288;-0,318172984530723
"RE40";"llar del Pescador";"Restaurante";39,3098813708582;-0,317676179692361
"RE41";"el Palmar";"Restaurante";39,3097422925618;-0,318099413951063
"RE42";"El Rek";"Restaurante";39,312801872086;-0,319343055994927
"RE43";"Mornell";"Restaurante";39,3114470845405;-0,317886471174605
"RE44";"Planta Azul";"Restaurante";39,311376672107;-0,317813038135938
"RE45";"La Perleta Valenciana";"Restaurante";39,3119241958325;-0,317296199457401
"RE46";"Restaurante El Cabanyal";"Restaurante";39,4689111332701;-0,328372829134784
"RE47";"Erdinger";"Restaurante";39,4801353797078;-0,352688457761934
"RE48";"Restaurante La Cena de los Locos";"Restaurante";39,4999658757355;-0,392250303354492
"RE49";"El rincon de Nerea";"Restaurante";39,46207401849;-0,3853143277943
"RE50";"La Sastreria";"Restaurante";39,4647038934334;-0,330791960999849
"RE51";"Arrocería Duna";"Restaurante";39,3741780677525;-0,322025294815963
"RE52";"La Pataqueta";"Restaurante";39,4716930545742;-0,338020360423315
"RE53";"Cris and Paula Costa Blanca";"Restaurante";39,4603938514394;-0,33301646535578
"RE54";"Faro del sur";"Restaurante";39,4603137410826;-0,31683083290407
"RE55";"Restaurante La Tagliattela";"Restaurante";39,4507843608532;-0,395216014464709
"RE56";"Mas Blayet Restaurante";"Restaurante";39,4535652321831;-0,368953083637522
"RE57";"Voltereta, Bienvenido a Kioto";"Restaurante";39,4568920066291;-0,348233965730668
"RE58";"Restaurante Mascarade";"Restaurante";39,4794768491971;-0,382874449573291
"RE59";"Amazing Toko";"Restaurante";39,4668459612368;-0,376901013738551
"RE60";"La Piazza";"Restaurante";39,4571198352975;-0,345402060109837
"RE61";"UDON";"Restaurante";39,4568084630794;-0,346050576133339
"RE62";"La Masía del Vino";"Restaurante";39,4708998;-0,3812193
"RE63";"Aladino";"Restaurante";39,470892;-0,3830845
"RE64";"Foster's Hollywood";"Restaurante";39,4770984;-0,3632878
"RE65";"Casa Manolo";"Restaurante";39,4520975;-0,3739486
"RE66";"Casa Tere";"Restaurante";39,4508285;-0,3732921
"RE67";"Nuevo Siglo";"Restaurante";39,4510699;-0,3720946
"RE68";"Bar San Luís";"Restaurante";39,4482747;-0,3678884
"RE69";"El Famós";"Restaurante";39,4849007;-0,3379912
"RE70";"Yashi Wok";"Restaurante";39,4955817;-0,4016255
"RE71";"DJango";"Restaurante";39,4742601;-0,3812275
"RE72";"Bipolar";"Restaurante";39,4737322;-0,3818644
"RE73";"Restaurante Aldaba";"Restaurante";39,4746657;-0,3835167
"RE74";"Unsushi";"Restaurante";39,4753554;-0,3830892
"RE75";"Canela Arroces";"Restaurante";39,4758321;-0,3830933
"RE76";"Dhaba";"Restaurante";39,4742592;-0,3808255
"RE77";"Las Cuevas";"Restaurante";39,4777599;-0,375785
"RE78";"Bar Pekin";"Restaurante";39,4775749;-0,3555903
"RE79";"Pegaso";"Restaurante";39,470194;-0,3837139
"RE80";"Restaurante Chino Mei Hua II";"Restaurante";39,4852451;-0,3984648
"RE81";"Las Palmeras";"Restaurante";39,5004019;-0,4251362
"RE82";"Mesón Ferial";"Restaurante";39,5020236;-0,4262715
"RE83";"Valencia Restaurante";"Restaurante";39,5021147;-0,4263023
"RE84";"Duke";"Restaurante";39,5036825;-0,4249333
"RE85";"La Marcelina";"Restaurante";39,4635462;-0,3234952
"RE86";"L'Estibador";"Restaurante";39,3985457;-0,3300106
"RE87";"Petit MontMartre";"Restaurante";39,4748689;-0,3749513
"RE88";"Horchatería El Siglo";"Restaurante";39,4739384;-0,3760325
"RE89";"Bodeguilla del Gato";"Restaurante";39,4759235;-0,3772467
"RE90";"San Augustin";"Restaurante";39,468156;-0,3802543
"RE91";"CyT Canas y Tapas";"Restaurante";39,473825;-0,3760298
"RE92";"La Terrazza";"Restaurante";39,4714708;-0,3776649
"RE93";"Sagardi Valencia - Cosineros Vascos";"Restaurante";39,4733028;-0,3761283
"RE94";"La Luna";"Restaurante";39,4554213;-0,3938171
"RE95";"Ebro";"Restaurante";39,4546812;-0,3944831
"RE96";"Azahar";"Restaurante";39,4636463;-0,3235039
"RE97";"Casa Roberto";"Restaurante";39,4649003;-0,3688996
"RE98";"La Pepica";"Restaurante";39,4633974;-0,3234726
"RE99";"El Coso";"Restaurante";39,4637145;-0,32351
"RE100";"Restaurante Miramar";"Restaurante";39,4642871;-0,323598
"RE101";"Tres Cepas";"Restaurante";39,4639856;-0,3235554
"RE102";"L'Estimat";"Restaurante";39,4638677;-0,3235343
"RE103";"Sorolla";"Restaurante";39,4663046;-0,3245234
"RE104";"Tridente";"Restaurante";39,463189;-0,3231189
"RE105";"Las Carabelas";"Restaurante";39,4641847;-0,3235828
"RE106";"La Mandrágora";"Restaurante";39,4774825;-0,3780204
"RE107";"La Genuina";"Restaurante";39,4227706;-0,3404649
"RE108";"Bierwinkel";"Restaurante";39,4805806;-0,3943088
"RE109";"Comidas Campanar";"Restaurante";39,4805271;-0,3944235
"RE110";"Chino Feliz";"Restaurante";39,4791634;-0,3918549
"RE111";"Restaurante Pío XII";"Restaurante";39,4806349;-0,3929191
"RE112";"Taberna Montero";"Restaurante";39,4792824;-0,3919784
"RE113";"Hui No Cuine";"Restaurante";39,4786465;-0,3940116
"RE114";"Restaurante Japonés Kyoto";"Restaurante";39,4790676;-0,3917966
"RE115";"Los Alpes";"Restaurante";39,4804704;-0,3967025
"RE116";"El Tarantín Chiflado";"Restaurante";39,481467;-0,3939098
"RE117";"Restaurante Estancia la Española";"Restaurante";39,4807121;-0,3939515
"RE118";"ZAZU";"Restaurante";39,4913902;-0,3993723
"RE119";"Restaurante D'Antonella";"Restaurante";39,4778644;-0,3971542
"RE120";"Restaurante DiBocca";"Restaurante";39,4786511;-0,4016925
"RE121";"Pinares 14";"Restaurante";39,3829311;-0,3324617
"RE122";"Vicent";"Restaurante";39,3828092;-0,3324544
"RE123";"Pollo Express";"Restaurante";39,4709006;-0,3431484
"RE124";"Prêt-à-Porter ""Comidas para llevar""";"Restaurante";39,4752392;-0,3817483
"RE125";"Meson Rincon de Asturias";"Restaurante";39,4615198;-0,3421098
"RE126";"La Alqueria Arroces";"Restaurante";39,4617007;-0,3443278
"RE127";"Cerveceria Restaurante Islas Canarias";"Restaurante";39,463436;-0,3458647
"RE128";"Comidas Caseras El Castillo de la Mota";"Restaurante";39,461475;-0,3472326
"RE129";"Bar 130";"Restaurante";39,4625188;-0,343762
"RE130";"Donner Kebab";"Restaurante";39,4633692;-0,3445474
"RE131";"Super kebab";"Restaurante";39,4624713;-0,3432865
"RE132";"Bodega bar Flor";"Restaurante";39,4686655;-0,3324479
"RE133";"Bar Mojacar";"Restaurante";39,4887068;-0,3752922
"RE134";"la del trovador";"Restaurante";39,455439;-0,3667524
"RE135";"Casa Jose - Bodega la Mancha";"Restaurante";39,4558978;-0,3656538
"RE136";"Aleimuna";"Restaurante";39,4588739;-0,3685293
"RE137";"Suleman Doner Kebab y Pizza";"Restaurante";39,4603501;-0,368294
"RE138";"Laifu";"Restaurante";39,4605178;-0,3676955
"RE139";"Colala Noodles & Sushi";"Restaurante";39,4606562;-0,3675172
"RE140";"Cruz Blanca";"Restaurante";39,4596389;-0,3845408
"RE141";"La Rollerie";"Restaurante";39,4682437;-0,3759486
"RE142";"Puerta del Mar";"Restaurante";39,4710078;-0,3751977
"RE143";"Orio";"Restaurante";39,472511;-0,3764676
"RE144";"Restaurante La Trucha";"Restaurante";39,4614529;-0,3381372
"RE145";"Garnacha Tinta";"Restaurante";39,4709824;-0,3724329
"RE146";"Samsha";"Restaurante";39,4695109;-0,3579554
"RE147";"El Rús";"Restaurante";39,4615581;-0,3748653
"RE148";"El Bouet";"Restaurante";39,4637121;-0,3771463
"RE149";"Breeza";"Restaurante";39,4618863;-0,3741061
"RE150";"Cuinarte";"Restaurante";39,4613771;-0,3752774
"RE151";"Restaurante el Viñedo";"Restaurante";39,4765287;-0,3472549
"RE152";"La última y nos vamos";"Restaurante";39,4546357;-0,4048955
"RE153";"La Dehesa Jose Luis";"Restaurante";39,3804534;-0,3239311
"RE154";"Min Jiang";"Restaurante";39,4677264;-0,3790905
"RE155";"Charlotte";"Restaurante";39,4685316;-0,3812678
"RE156";"PadThaiWok";"Restaurante";39,4674179;-0,3777919
"RE157";"La tagliatella";"Restaurante";39,4677772;-0,3787044
"RE158";"Galan's Grill";"Restaurante";39,4704115;-0,3845858
"RE159";"Souca";"Restaurante";39,456815;-0,3743263
"RE160";"Café Templo";"Restaurante";39,46857;-0,3767461
"RE161";"Gustore";"Restaurante";39,4688953;-0,3755534
"RE162";"Azúcar y Sal";"Restaurante";39,4716558;-0,3686386
"RE163";"Fuji";"Restaurante";39,4724845;-0,3676268
"RE164";"Bodega El Labrador";"Restaurante";39,4710629;-0,3487834
"RE165";"Döner Kebab Sofra";"Restaurante";39,4736535;-0,3485182
"RE166";"Heladería El Panete";"Restaurante";39,4718064;-0,3489855
"RE167";"Döner Kebab Amigo";"Restaurante";39,4702669;-0,3495882
"RE168";"CupCake";"Restaurante";39,4670966;-0,3746667
"RE169";"Cafetería Bahía";"Restaurante";39,4684817;-0,3726522
"RE170";"del poble";"Restaurante";39,4737399;-0,348701
"RE171";"La lobera de xiqui";"Restaurante";39,4730295;-0,3463461
"RE172";"Bar El Rincón";"Restaurante";39,4733996;-0,3439569
"RE173";"Sayam 87";"Restaurante";39,474437;-0,347137
"RE174";"Bar La Jungla";"Restaurante";39,4742298;-0,3464962
"RE175";"Bar Ven a Casa";"Restaurante";39,4719896;-0,3427765
"RE176";"Bodega La Ibérica";"Restaurante";39,4730578;-0,3430314
"RE177";"Comic Bar";"Restaurante";39,4739133;-0,3442389
"RE178";"Divina Comedia";"Restaurante";39,4741158;-0,3441326
"RE179";"Pizzeria Doner Kebab Kilim";"Restaurante";39,4735655;-0,3445119
"RE180";"Restaurante Libanés";"Restaurante";39,4742145;-0,3464315
"RE181";"100 Montaditos";"Restaurante";39,4744631;-0,3472264
"RE182";"Bodega La Peseta";"Restaurante";39,4615907;-0,3343801
"RE183";"La Paca";"Restaurante";39,464243;-0,33169
"RE184";"Tasca Vegetariana Nehuen";"Restaurante";39,4614781;-0,3343963
"RE185";"The Nature";"Restaurante";39,4685563;-0,3829273
"RE186";"Copenhagen";"Restaurante";39,4607625;-0,373582
"RE187";"Malmö";"Restaurante";39,4605726;-0,3746047
"RE188";"Bio Restaurant Tarta de Zanahoria";"Restaurante";39,4640194;-0,3708966
"RE189";"Ana Eva";"Restaurante";39,4768487;-0,3854877
"RE190";"La Tavernaire";"Restaurante";39,463442;-0,3739747
"RE191";"La Lluna";"Restaurante";39,4782837;-0,3819732
"RE192";"Natsu";"Restaurante";39,4690794;-0,3776139
"RE193";"MalaMia";"Restaurante";39,4602013;-0,3723166
"RE194";"Che Boludo";"Restaurante";39,4678644;-0,3601807
"RE195";"Los Cuatro Arcos";"Restaurante";39,4615609;-0,3980575
"RE196";"Blanqueries";"Restaurante";39,4800865;-0,3775997
"RE197";"Mesón de Escobar";"Restaurante";39,4687416;-0,3559286
"RE198";"La Casa del Tapeo";"Restaurante";39,4612291;-0,3874642
"RE199";"Mesón Las Espigas";"Restaurante";39,4627882;-0,3377336
"RE200";"La Pampa";"Restaurante";39,4669979;-0,3254882
"RE201";"Velarte";"Restaurante";39,4617987;-0,3637464
"RE202";"Restaurante Serranos";"Restaurante";39,4795353;-0,3768319
"RE203";"Restaurante A-BRASA-ME VLC";"Restaurante";39,4649855;-0,384658
"RE204";"Mesón El Rebeco";"Restaurante";39,4771625;-0,3526901
"RE205";"La Andaluza";"Restaurante";39,464984;-0,3930023
"RE206";"El Campeador";"Restaurante";39,4688456;-0,4019813
"RE207";"Villaplana";"Restaurante";39,4685971;-0,3874797
"RE208";"Aragon 58";"Restaurante";39,4740403;-0,3561972
